doc_id,news_title,sentiment,char_length,word_count,processed_text
214,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",-1,221,45,finnish electronics manufacture service em elcoteq post net loss mln euro mln half compare net profit mln euro mln period
215,Barclays in $13.75 million US settlement over mutual funds,-1,58,9,barclays million settlement mutual fund
216,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",1,130,28,net sale rise eur number charger deliver go million piece
217,GSK joins China trade push as UK trumpets healthcare deals,1,58,10,gsk join china trade push trumpet healthcare deal
218,Smith & Nephew recalls hip-replacement components,-1,49,6,smith nephew recall hip replacement component
219,Currency causes full-year headaches for SABMiller,-1,49,6,currency cause full headache sabmiller
220,Lloyds Banking Group to cut 640 jobs and close 23 branches,1,58,11,lloyd bank group cut job close branch
221,"impairment loss pulls misc 4q net profit down 87%, pays nine sen dividend",-1,73,13,impairment loss pull misc net profit pay nine sen dividend
222,"sc ticks multi sports off for submitting false, misleading financial statements",-1,79,11,tick multi sport submit false mislead financial statement
223,"aax active, falls 1.30% after mahb starts legal action for airport fees",1,71,12,aax active fall mahb start legal action airport fee
224,"samchem 1q earnings up 38% on higher sales, higher profit margin",1,64,11,samchem earnings higher sale higher profit margin
225,china 's home prices rise in fewer cities as curbs on buyers bite,1,65,13,china home price rise fewer city curb buyer bite
226,"analysts still see upside for tnb, as share price approaches record high",-1,72,12,analyst still see upside tnb share price approach record high
227,"falcon bank: singapore branch shutdown regrettable, but confidence in future remains",-1,84,11,falcon bank singapore branch shutdown regrettable confidence future remain
228,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",1,168,29,operate profit net sale month period increase respectively eur eur compare correspond quarter
229,British American Tobacco drops and sues PwC over pollution scandal,-1,66,10,british american tobacco drop sue pwc pollution scandal
230,"immediate hurdle for ideal jacobs at 29.5 sen, says alliancedbs research",-1,72,11,immediate hurdle ideal jacob sen alliancedbs research
231,cwk group banks on mrt for wisma aman elite in cheras,1,53,11,cwk group bank mrt wisma aman elite cheras
232,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,1,140,22,party agree option allow extensively implement later functionality human resource management
233,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,1,99,14,coca cola coca cola femsa acquire ade soy base beverage business unilever
234,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",1,224,46,july finnish steel maker rautaruukki oyj hel rtrks ruukki today turn net profit eur quarter net loss eur correspond period last
235,"klci rises 0.5%, continues to climb toward next resistance of 1,727",1,67,11,klci rise continue climb toward next resistance
236,"unless i am completely absent from cimb, the bank cannot operate at its highest level of integrity, says nazir",-1,110,19,unless completely absent cimb bank cannot operate highest level integrity nazir
237,Industry NewsHammerson joint venture buys Dublin loan portfolio,1,63,8,industry newshammerson joint venture buy dublin loan portfolio
238,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,1,88,17,contract sign august papua guinea base lihir gold ltd asx lgl
239,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",1,181,32,several growth initiative choose geographic area already ongoing continue note lindex open store czech republic autumn brno
240,fbm klci continues to pare gains but remains in positive territory,1,66,11,fbm klci continue pare gain remain positive territory
241,cityneon signs term sheet for running of marvel 's avengers exhibitions in australia,-1,84,13,cityneon sign term sheet run marvel avenger exhibition australia
242,Exxon Beaumont CDU overhaul to be slowed by accident: sources,-1,61,10,exxon beaumont cdu overhaul slow accident source
243,china aviation oil posts 4.7% rise in 1q earnings to s$35.4 mil,1,63,12,china aviation oil post rise earnings mil
244,This is the first time Finnair has been awarded an agreement with the UK government .,1,85,16,time finnair award agreement government
245,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",-1,148,26,arokarhu purchase scan cash register computer disappear total sum key press
246,Tullow Oil eyes lower earnings as output falls,-1,46,8,tullow oil eye lower earnings output fall
247,mulpha international 's 3q net profit falls 16% on lower sales,-1,62,11,mulpha international net profit fall lower sale
248,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",1,220,40,global sport equipment maker amer sport corp. whose brand include atomic salomon wilson saw increase quarter net profit euro million million strong sale cost cut
249,"immediate support for eg industries at 83 sen, says alliancedbs research",1,72,11,immediate support industry sen alliancedbs research
250,Cuadrilla files to delay application to frack in Lancashire,-1,59,9,cuadrilla file delay application frack lancashire
251,The rebuilds are designed to improve the machines ' performance and product quality .,1,85,14,rebuild design improve machine performance product quality
252,important for ph to win big in sg kandis - syed saddiq,1,54,12,important win big kandis syed saddiq
253,Asian traffic declined by 3.4 per cent .,-1,40,8,asian traffic decline per cent
254,"malaysia headline inflation to pick up to 3.5% in 2017, says rhb research",-1,73,13,malaysia headline inflation pick rhb research
255,"no gaming tax hike; tobacco tax boost unlikely, says ambank research",1,68,11,game tax hike tobacco tax boost unlikely ambank research
256,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,1,98,17,kalmar award contract supply rough terrain container handler rtch
257,"lower revenue, higher operating costs keep bintai kinden in the red in 1q",-1,73,13,lower revenue higher operate cost keep bintai kinden red
258,"oldtown 's 3q earnings fall 23% on lower revenue, higher expenses; pays 3 sen dividend",-1,86,15,oldtown earnings fall lower revenue higher expense pay sen dividend
259,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",-1,108,19,due market condition temporarily lay people different site
260,ram puts rm845m mrcb southern link sukuk on negative rating watch,-1,65,11,ram put mrcb southern link sukuk negative rat watch
261,"aeon credit 's 2q net profit up 29%, declares 21.13 sen dividend per share",1,74,14,aeon credit net profit declare sen dividend per share
262,eco world bags aon best of the best employer in malaysia,1,56,11,eco world bag aon best best employer malaysia
263,"press metal 1q net profit up 56.6%, pays 1.5 sen dividend",1,57,11,press metal net profit pay sen dividend
264,"wheat falls for 2nd day on ample world supplies, soybeans dip",-1,61,11,wheat fall day ample world supply soybean dip
265,uob : potential m&a deals to anchor earnings for malaysian telcos,1,65,11,uob potential deal anchor earnings malaysian telco
266,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",1,169,31,finnish pharmaceutical orion report profit tax eur quarter eur correspond period
